NN	lex_rus	lang	class	lex_nd	erg	gen	dat	PL	first_cons	first_vowel	lex_rus_sem	compound	semantics_KK	semantics_KK_detailed	comm
16	десна	лак	4	sina		sin-tːu-l		sin-tːu	s				тело (человека, животного)	голова и шея	
16	десна	арч	4	sana	-li			-tːu	s				тело (человека, животного)	голова и шея	
16	десна	рутл	4	xamx	-ɨ-r			-bɨr	x				тело (человека, животного)	голова и шея	
16	десна	цах	4	damaʁ			-ɨ-s	-bɨ	d				тело (человека, животного)	голова и шея	
16	десна	цахг	4	mizaq'um					m		|к языку близкое|		тело (человека, животного)	голова и шея	
16	десна	цахц	4	damaʁ					d				тело (человека, животного)	голова и шея	
16	десна	крыз	4	dij		-il		-ri	d				тело (человека, животного)	голова и шея	
16	десна	буд	3	silimbi jək					s		|зубов мясо|	1	тело (человека, животного)	голова и шея	
16	десна	хин	3	izin	-i			-dir		i			тело (человека, животного)	голова и шея	
17	зуб	анд	4	sol	-ul-di			-ibo-l	s				тело (человека, животного)	голова и шея	
17	зуб	чам	5	salʷ	-d // sal-u-d			sal-e	s				тело (человека, животного)	голова и шея	
17	зуб	чамг	5	suj	-di			su-bi // su-bib	s				тело (человека, животного)	голова и шея	
17	зуб	инх	5	sɨl		-a-s		-a-ba	s				тело (человека, животного)	голова и шея	
17	зуб	бежт	4	sila		-li-s		-ro	s				тело (человека, животного)	голова и шея	
17	зуб	бежх	4	sila		-(li)-s		-ro // -da	s				тело (человека, животного)	голова и шея	
17	зуб	гунз	4	sɨlɵ		sɨl-a-s		-wa	s				тело (человека, животного)	голова и шея	
17	зуб	цез	2	k'icu		k'ic-a-s		k'ic-a-bi	k'				тело (человека, животного)	голова и шея	
17	зуб	гин	4	k'eču		k'eč-a-s			k'				тело (человека, животного)	голова и шея	
17	зуб	лак	4	kːʷarčːi		kːʷarčː-u-l		kːʷarčː-iː	kːʷ				тело (человека, животного)	голова и шея	
17	зуб	арч	4	sot	-li			sotː-or	s				тело (человека, животного)	голова и шея	
17	зуб	рутл	4	sɨs	-ɨ-r			sɨl-abɨr	s				тело (человека, животного)	голова и шея	
17	зуб	цах	4	sili			sil-iː-s	-bɨ	s				тело (человека, животного)	голова и шея	
17	зуб	цахг	4	sili					s				тело (человека, животного)	голова и шея	
17	зуб	цахц	4	sili					s				тело (человека, животного)	голова и шея	
17	зуб	крыз	4	sil		-i // sil		-im	s				тело (человека, животного)	голова и шея	
17	зуб	буд	4	sil			-i-z	-ime-r	s				тело (человека, животного)	голова и шея	
17	зуб	хин	4	culoz	-i			-ɨr // -ɨrdɨr	c				тело (человека, животного)	голова и шея	
18	клык	анд	4	siɢi	-llo-di			-l	s				тело (человека, животного)	голова и шея	
18	клык	чам	3	koža	kož-u-d			-be	k				тело (человека, животного)	голова и шея	
18	клык	чамг	3	χanχa	χanχ-i-di // χanχ-a-di			χanχ-ib	χ				тело (человека, животного)	голова и шея	
18	клык	инх	5	kožu		kož-a-s		-bo	k				тело (человека, животного)	голова и шея	
18	клык	бежт	5	gäžö		-dä // -li-š		-dä	g				тело (человека, животного)	голова и шея	
18	клык	бежх	5	gäžö		-li-s		-dä	g				тело (человека, животного)	голова и шея	
18	клык	гунз	5	k'ɵcu		k'ɵc-a-s		-wa	k'		у человека		тело (человека, животного)	голова и шея	
18	клык	гунз	5	gɵ̃žu		gɵ̃ž-a-s		-wa	g		у собаки		тело (человека, животного)	голова и шея	
18	клык	цез	2	k'et'us k'icu					k		|кошачий зуб|	1	тело (человека, животного)	голова и шея	
18	клык	гин	NA	NA									тело (человека, животного)	голова и шея	
18	клык	лак	3	χːut'i		χːut'-u-l		χːut'-iː	χː				тело (человека, животного)	голова и шея	
18	клык	арч	4	sot	-li			sotː-or	s		=зуб		тело (человека, животного)	голова и шея	
18	клык	рутл	3	vɨgɨn	vɨgn-a-r			vɨgɨm-bɨr	v				тело (человека, животного)	голова и шея	
18	клык	цах	4	azɨ || azu			azɨ-j-ɨ-s	azɨ-bɨ		a			тело (человека, животного)	голова и шея	
18	клык	цахг	4	azu						a			тело (человека, животного)	голова и шея	
18	клык	цахц	NA	NA									тело (человека, животного)	голова и шея	
18	клык	крыз	NA	NA									тело (человека, животного)	голова и шея	
18	клык	буд	4	sil			-i-z	-ime-r	s		=зуб		тело (человека, животного)	голова и шея	
18	клык	хин	4	culoz	-i			-ɨr // -ɨrdɨr	c		=зуб		тело (человека, животного)	голова и шея	
19	коренной зуб	анд	5	guži	-llo-di // -l-di			-bo-l	g				тело (человека, животного)	голова и шея	
19	коренной зуб	чам	5	χʷabaʟ salʷ					χʷ		|мельничный зуб|	1	тело (человека, животного)	голова и шея	
19	коренной зуб	чамг	5	χobaʟal suj					χ		|мельничный зуб|	1	тело (человека, животного)	голова и шея	
19	коренной зуб	инх	5	ʁʷlẽs sɨl					ʁʷ		|собачий зуб|	1	тело (человека, животного)	голова и шея	
19	коренной зуб	бежт	NA	rüq'ö sila					r		|большой зуб|	1	тело (человека, животного)	голова и шея	
19	коренной зуб	бежх	5	χag		-li-s		-i-na	χ				тело (человека, животного)	голова и шея	
19	коренной зуб	гунз	5	χɵʁin		-a-s		-a	χ				тело (человека, животного)	голова и шея	
19	коренной зуб	цез	2	gažu		-s		-bi	g				тело (человека, животного)	голова и шея	
19	коренной зуб	гин	2	gažu		-s			g				тело (человека, животного)	голова и шея	
19	коренной зуб	лак	3	t'u1j		-lu-l		-rtːu	t'				тело (человека, животного)	голова и шея	
19	коренной зуб	арч	4	ga1nži	-li			-tːu	g				тело (человека, животного)	голова и шея	
19	коренной зуб	рутл	4	ʁʷabad sɨs					ʁʷ		|корня зуб|	1	тело (человека, животного)	голова и шея	
19	коренной зуб	цахц	4	xajɨkin sili					x		|xajɨkin + зуб|	1	тело (человека, животного)	голова и шея	тут у КК опечатка: идут языки ЦАХМ (что это??), ЦАХГ, ЦАХ, хотя порядок должен быть ЦАХ, ЦАХГ, ЦАХЦ
19	коренной зуб	цахг	4	kokakin sili					k		|kokakin + зуб|	1	тело (человека, животного)	голова и шея	
19	коренной зуб	цах	4	azɨ						a	=клык		тело (человека, животного)	голова и шея	
19	коренной зуб	крыз	4	saχ		-il		-ri	s				тело (человека, животного)	голова и шея	
